変更区分,観察名称管理番号（コード）,検索大分類１,検索大分類２,検索大分類３,検索大分類４,検索大分類５,検索大分類６,検索大分類７,検索大分類８,高度専門看護別分類,観察名称,名称ふりがな,焦点,部位,位相,その他,評価基準,結果管理番号,表現タイプ,単位,結果１,結果２,結果３,結果４,結果５,結果６,結果７,結果８,結果９,結果１０,結果１１,結果１２,結果１３,結果１４,結果１５,結果１６,結果１７,結果１８,更新日付,移行先観察名称管理番号,観察名称２,単位コード,観察結果グループコード,採択区分,観察名称交換用コード
0,31004418,0,0,0,12,0,0,0,1,T00,硬結（硬膜外カテーテル抜去部）,こうけつ（こうまくがいかてーてるばっきょぶ）,硬結,硬膜外カテーテル抜去部,,,,31004418R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,硬結（硬膜外カテーテル抜去部）,,R4003,,
0,31004419,0,0,0,11,0,0,0,5,T00,腫脹（胃管カテーテル抜去部周囲）,しゅちょう（いかんかてーてるばっきょぶしゅうい）,腫脹,胃管カテーテル抜去部,周囲,,,31004419R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,腫脹（胃管カテーテル抜去部周囲）,,R4003,,
0,31004420,0,0,0,11,0,0,0,5,T00,腫脹（胃瘻カテーテル抜去部周囲）,しゅちょう（いろうかてーてるばっきょぶしゅうい）,腫脹,胃瘻カテーテル抜去部,周囲,,,31004420R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,腫脹（胃瘻カテーテル抜去部周囲）,,R4003,,
0,31004421,0,0,0,11,0,0,0,1,T00,腫脹（カテーテル抜去部）,しゅちょう（かてーてるばっきょぶ）,腫脹,カテーテル抜去部,,,,31004421R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,腫脹（カテーテル抜去部）,,R4003,,
0,31004422,0,0,0,11,0,0,0,1,T00,腫脹（カテーテル抜去部周囲）,しゅちょう（かてーてるばっきょぶしゅうい）,腫脹,カテーテル抜去部,周囲,,,31004422R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,腫脹（カテーテル抜去部周囲）,,R4003,,
0,31004423,0,0,0,11,0,0,0,1,T00,腫脹（カニューレ抜去部）,しゅちょう（かにゅーればっきょぶ）,腫脹,カニューレ抜去部,,,,31004423R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,腫脹（カニューレ抜去部）,,R4003,,
0,31004424,0,0,0,11,0,0,0,1,T00,腫脹（カニューレ抜去部周囲）,しゅちょう（かにゅーればっきょぶしゅうい）,腫脹,カニューレ抜去部,周囲,,,31004424R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,腫脹（カニューレ抜去部周囲）,,R4003,,
0,31004425,0,0,0,11,0,0,0,4,T00,腫脹（食道瘻カテーテル抜去部周囲）,しゅちょう（しょくどうろうかてーてるばっきょぶしゅうい）,腫脹,食道瘻カテーテル抜去部,周囲,,,31004425R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,腫脹（食道瘻カテーテル抜去部周囲）,,R4003,,
0,31004426,0,0,0,11,0,0,0,5,T00,腫脹（腸瘻カテーテル抜去部周囲）,しゅちょう（ちょうろうかてーてるばっきょぶしゅうい）,腫脹,腸瘻カテーテル抜去部,周囲,,,31004426R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,腫脹（腸瘻カテーテル抜去部周囲）,,R4003,,
0,31004427,0,0,0,11,0,0,0,1,T00,腫脹（ドレーン抜去部）,しゅちょう（どれーんばっきょぶ）,腫脹,ドレーン抜去部,,,,31004427R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,腫脹（ドレーン抜去部）,,R4003,,
0,31004428,0,0,0,11,0,0,0,1,T00,腫脹（ドレーン抜去部周囲）,しゅちょう（どれーんばっきょぶしゅうい）,腫脹,ドレーン抜去部,周囲,,,31004428R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,腫脹（ドレーン抜去部周囲）,,R4003,,
0,31004429,0,0,0,11,0,0,0,8,T00,腫脹（尿道留置カテーテル抜去部周囲）,しゅちょう（にょうどうりゅうちかてーてるばっきょぶしゅうい）,腫脹,尿道留置カテーテル抜去部,周囲,,,31004429R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,腫脹（尿道留置カテーテル抜去部周囲）,,R4003,,
0,31004430,0,0,0,11,0,0,0,1,T00,腫脹（硬膜外カテーテル抜去部）,しゅちょう（こうまくがいかてーてるばっきょぶ）,腫脹,硬膜外カテーテル抜去部,,,,31004430R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,腫脹（硬膜外カテーテル抜去部）,,R4003,,
0,31004431,0,0,0,11,0,0,0,1,T00,腫脹（硬膜外カテーテル抜去部周囲）,しゅちょう（こうまくがいかてーてるばっきょぶしゅうい）,腫脹,硬膜外カテーテル抜去部,周囲,,,31004431R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,腫脹（硬膜外カテーテル抜去部周囲）,,R4003,,
0,31004432,0,0,0,11,0,0,0,0,T00,腫脹（ライン挿入部）,しゅちょう（らいんそうにゅうぶ）,腫脹,ライン挿入部,,,,31004432R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,腫脹（ライン挿入部）,,R4003,,
0,31004433,0,0,0,11,0,0,0,0,T00,腫脹（ライン抜去部）,しゅちょう（らいんばっきょぶ）,腫脹,ライン抜去部,,,,31004433R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,腫脹（ライン抜去部）,,R4003,,
0,31004434,0,0,0,7,0,0,0,5,T00,出血（胃管カテーテル抜去部周囲）,しゅっけつ（いかんかてーてるばっきょぶしゅうい）,出血,胃管カテーテル抜去部,周囲,,,31004434R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,出血（胃管カテーテル抜去部周囲）,,R4003,,
0,31004435,0,0,0,7,0,0,0,5,T00,出血（胃瘻カテーテル抜去部周囲）,しゅっけつ（いろうかてーてるばっきょぶしゅうい）,出血,胃瘻カテーテル抜去部,周囲,,,31004435R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,出血（胃瘻カテーテル抜去部周囲）,,R4003,,
0,31004436,0,0,0,7,0,0,0,1,T00,出血（カテーテル抜去部）,しゅっけつ（かてーてるばっきょぶ）,出血,カテーテル抜去部,,,,31004436R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,出血（カテーテル抜去部）,,R4003,,
0,31004437,0,0,0,7,0,0,0,1,T00,出血（シース抜去部）,しゅっけつ（しーすばっきょぶ）,出血,シース抜去部,,,,31004437R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,出血（シース抜去部）,,R4003,,
0,31004438,0,0,0,7,0,0,0,1,T00,出血（シース抜去部周囲）,しゅっけつ（しーすばっきょぶしゅうい）,出血,シース抜去部,周囲,,,31004438R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,出血（シース抜去部周囲）,,R4003,,
0,31004439,0,0,0,7,0,0,0,4,T00,出血（食道瘻カテーテル抜去部周囲）,しゅっけつ（しょくどうろうかてーてるばっきょぶしゅうい）,出血,食道瘻カテーテル抜去部,周囲,,,31004439R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,出血（食道瘻カテーテル抜去部周囲）,,R4003,,
0,31004440,0,0,0,7,0,0,0,5,T00,出血（腸瘻カテーテル抜去部周囲）,しゅっけつ（ちょうろうかてーてるばっきょぶしゅうい）,出血,腸瘻カテーテル抜去部,周囲,,,31004440R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,出血（腸瘻カテーテル抜去部周囲）,,R4003,,
0,31004441,0,0,0,7,0,0,0,1,T00,出血（ドレーン抜去部）,しゅっけつ（どれーんばっきょぶ）,出血,ドレーン抜去部,,,,31004441R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,出血（ドレーン抜去部）,,R4003,,
0,31004442,0,0,0,7,0,0,0,1,T00,出血（ドレーン抜去部周囲）,しゅっけつ（どれーんばっきょぶしゅうい）,出血,ドレーン抜去部,周囲,,,31004442R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,出血（ドレーン抜去部周囲）,,R4003,,
0,31004443,0,0,0,7,0,0,0,8,T00,出血（尿道留置カテーテル抜去部周囲）,しゅっけつ（にょうどうりゅうちかてーてるばっきょぶしゅうい）,出血,尿道留置カテーテル抜去部,周囲,,,31004443R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,出血（尿道留置カテーテル抜去部周囲）,,R4003,,
0,31004444,0,0,0,7,0,0,0,1,T00,出血（ライン抜去部）,しゅっけつ（らいんばっきょぶ）,出血,ライン抜去部,,,,31004444R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,出血（ライン抜去部）,,R4003,,
0,31004445,0,0,0,7,0,0,0,1,T00,出血（ライン抜去部周囲）,しゅっけつ（らいんばっきょぶしゅうい）,出血,ライン抜去部,周囲,,,31004445R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,出血（ライン抜去部周囲）,,R4003,,
0,31004446,0,0,0,7,0,0,0,1,T00,出血（硬膜外カテーテル抜去部）,しゅっけつ（こうまくがいかてーてるばっきょぶ）,出血,硬膜外カテーテル抜去部,,,,31004446R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,出血（硬膜外カテーテル抜去部）,,R4003,,
0,31004447,0,0,0,7,0,0,0,1,T00,出血（硬膜外カテーテル抜去部周囲）,しゅっけつ（こうまくがいかてーてるばっきょぶしゅうい）,出血,硬膜外カテーテル抜去部,周囲,,,31004447R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,出血（硬膜外カテーテル抜去部周囲）,,R4003,,
0,31004448,0,0,3,7,0,0,0,1,T00,出血量（シース抜去部）,しゅっけつりょう（しーすばっきょぶ）,出血,シース抜去部,,量,,31004448R,数値型,g,999,,,,,,,,,,,,,,,,,,20151218,,出血量（シース抜去部）,U007,,,
0,31004449,0,0,3,7,0,0,0,1,T00,出血量（ドレーン抜去部）,しゅっけつりょう（どれーんばっきょぶ）,出血,ドレーン抜去部,,量,,31004449R,数値型,g,999,,,,,,,,,,,,,,,,,,20151218,,出血量（ドレーン抜去部）,U007,,,
0,31004450,0,0,3,7,0,0,0,1,T00,出血量（ライン抜去部）,しゅっけつりょう（らいんばっきょぶ）,出血,ライン抜去部,,量,,31004450R,数値型,g,999,,,,,,,,,,,,,,,,,,20151218,,出血量（ライン抜去部）,U007,,,
0,31004451,0,0,9,0,0,0,0,5,T00,浸出液（胃管カテーテル抜去部周囲）,しんしゅつえき（いかんかてーてるばっきょぶしゅうい）,浸出液,胃管カテーテル抜去部,周囲,,,31004451R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,浸出液（胃管カテーテル抜去部周囲）,,R4003,,
0,31004452,0,0,9,0,0,0,0,5,T00,浸出液（胃瘻カテーテル抜去部周囲）,しんしゅつえき（いろうかてーてるばっきょぶしゅうい）,浸出液,胃瘻カテーテル抜去部,周囲,,,31004452R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,浸出液（胃瘻カテーテル抜去部周囲）,,R4003,,
0,31004453,0,0,9,0,0,0,0,0,T00,浸出液（カテーテル抜去部）,しんしゅつえき（かてーてるばっきょぶ）,浸出液,カテーテル抜去部,,,,31004453R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,浸出液（カテーテル抜去部）,,R4003,,
0,31004454,0,0,9,0,0,0,0,4,T00,浸出液（食道瘻カテーテル抜去部周囲）,しんしゅつえき（しょくどうろうかてーてるばっきょぶしゅうい）,浸出液,食道瘻カテーテル抜去部,周囲,,,31004454R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,浸出液（食道瘻カテーテル抜去部周囲）,,R4003,,
0,31004455,0,0,9,0,0,0,0,5,T00,浸出液（腸瘻カテーテル抜去部周囲）,しんしゅつえき（ちょうろうかてーてるばっきょぶしゅうい）,浸出液,腸瘻カテーテル抜去部,周囲,,,31004455R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,浸出液（腸瘻カテーテル抜去部周囲）,,R4003,,
0,31004456,0,0,9,0,0,0,0,1,T00,浸出液（ドレーン抜去部）,しんしゅつえき（どれーんばっきょぶ）,浸出液,ドレーン抜去部,,,,31004456R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,浸出液（ドレーン抜去部）,,R4003,,
0,31004457,0,0,9,0,0,0,0,1,T00,浸出液（ドレーン抜去部周囲）,しんしゅつえき（どれーんばっきょぶしゅうい）,浸出液,ドレーン抜去部,周囲,,,31004457R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,浸出液（ドレーン抜去部周囲）,,R4003,,
0,31004458,0,0,9,0,0,0,0,8,T00,浸出液（尿道留置カテーテル抜去部周囲）,しんしゅつえき（にょうどうりゅうちかてーてるばっきょぶしゅうい）,浸出液,尿道留置カテーテル抜去部,周囲,,,31004458R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,浸出液（尿道留置カテーテル抜去部周囲）,,R4003,,
0,31004459,0,0,9,0,0,0,0,1,T00,浸出液（硬膜外カテーテル抜去部）,しんしゅつえき（こうまくがいかてーてるばっきょぶ）,浸出液,硬膜外カテーテル抜去部,,,,31004459R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,浸出液（硬膜外カテーテル抜去部）,,R4003,,
0,31004460,0,0,9,0,0,0,0,1,T00,浸出液（硬膜外カテーテル抜去部周囲）,しんしゅつえき（こうまくがいかてーてるばっきょぶしゅうい）,浸出液,硬膜外カテーテル抜去部,周囲,,,31004460R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,浸出液（硬膜外カテーテル抜去部周囲）,,R4003,,
0,31004461,0,0,0,16,8,0,0,1,T00,掻痒感（カテーテル抜去部）,そうようかん（かてーてるばっきょぶ）,掻痒感,カテーテル抜去部,,,,31004461R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,掻痒感（カテーテル抜去部）,,R4003,,
0,31004462,0,0,0,16,8,0,0,1,T00,掻痒感（ドレーン抜去部）,そうようかん（どれーんばっきょぶ）,掻痒感,ドレーン抜去部,,,,31004462R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,掻痒感（ドレーン抜去部）,,R4003,,
0,31004463,0,0,0,16,8,0,0,1,T00,掻痒感（硬膜外カテーテル抜去部）,そうようかん（こうまくがいかてーてるばっきょぶ）,掻痒感,硬膜外カテーテル抜去部,,,,31004463R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,掻痒感（硬膜外カテーテル抜去部）,,R4003,,
0,31004464,0,0,0,0,0,0,4,0,T00,薬液漏れ（硬膜外カテーテル抜去部）,やくえきもれ（こうまくがいかてーてるばっきょぶ）,機器装着・作動状態,硬膜外カテーテル抜去部,,,,31004464R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,薬液漏れ（硬膜外カテーテル抜去部）,,R4003,,
0,31004465,0,0,0,0,0,0,4,0,T00,薬液漏れ（中心静脈カテーテル抜去部）,やくえきもれ（ちゅうしんじょうみゃくかてーてるばっきょぶ）,機器装着・作動状態,中心静脈カテーテル抜去部,,,,31004465R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,薬液漏れ（中心静脈カテーテル抜去部）,,R4003,,
0,31004466,0,0,0,0,0,0,4,0,T00,薬液漏れ（皮下植込型ポート抜去部）,やくえきもれ（ひかうえこみがたぽーとばっきょぶ）,機器装着・作動状態,皮下植込型ポート抜去部,,,,31004466R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,薬液漏れ（皮下植込型ポート抜去部）,,R4003,,
0,31004467,0,0,0,0,0,0,4,0,T00,薬液漏れ（末梢静脈カテーテル抜去部）,やくえきもれ（まっしょうじょうみゃくかてーてるばっきょぶ）,機器装着・作動状態,末梢静脈カテーテル抜去部,,,,31004467R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,薬液漏れ（末梢静脈カテーテル抜去部）,,R4003,,
0,31004468,0,0,0,7,0,0,0,0,T00,出血（粘膜）,しゅっけつ（ねんまく）,出血,粘膜,,,,31004468R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,出血（粘膜）,,R4003,,
0,31004469,0,0,0,0,4,0,2,0,T00,排気,はいき,哺乳,,,排気,,31004469R,列挙型,,－,＋,,,,,,,,,,,,,,,,,20151218,,排気,,R4001,,
0,31004470,0,0,0,1,0,0,0,2,T00,疼痛（右眼）,とうつう（みぎめ）,疼痛,眼,右,,,31004470R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,疼痛（右眼）,,R4003,,
0,31004471,0,0,0,1,0,0,0,2,T00,疼痛（左眼）,とうつう（ひだりめ）,疼痛,眼,左,,,31004471R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,疼痛（左眼）,,R4003,,
0,31004472,0,0,0,1,0,0,0,2,T00,歯痛,しつう,疼痛,歯,,,,31004472R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,歯痛,,R4003,,
0,31004473,0,0,0,1,5,0,1,0,T00,陣痛,じんつう,疼痛,,,,,31004473R,列挙型,,－,＋,,,,,,,,,,,,,,,,,20151218,,陣痛,,R4001,,
0,31004474,0,0,0,1,0,0,0,5,T00,放散痛,ほうさんつう,疼痛,,,放散痛,,31004474R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,放散痛,,R4003,,
0,31004475,0,0,0,1,0,0,0,0,T00,圧迫痛,あっぱくつう,疼痛,,,,,31004475R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,圧迫痛,,R4003,,
0,31004476,0,0,0,9,0,0,0,2,T00,浮腫（眼瞼）,ふしゅ（がんけん）,浮腫,眼瞼,,,,31004476R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,浮腫（眼瞼）,,R4003,,
0,31004477,0,0,0,0,8,0,0,1,T00,皮弁色,ひべんしょく,皮膚色,,,,,31004477R,列挙型,,肌色,蒼白,赤紫色,青紫色,黒色,,,,,,,,,,,,,,20151218,,皮弁色,,R7048,,
0,31004478,0,0,0,0,8,0,0,1,T00,皮弁色,ひべんしょく,皮膚色,,,,,31004478R,文字型,,コメント,,,,,,,,,,,,,,,,,,20151218,,,,,,
0,31004479,0,0,0,0,8,0,0,1,T00,皮弁変色範囲,ひべんへんしょくはんい,皮膚色,,,範囲,,31004479R,２数値型,縦cm:横cm,999.9,999.9,,,,,,,,,,,,,,,,,20151218,,皮弁変色範囲,U041,,,
0,31004480,0,0,0,21,1,0,0,4,T00,陥没（肋間腔）,かんぼつ（ろっかんくう）,陥没,肋間腔,,,,31004480R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,陥没（肋間腔）,,R4003,,
0,31004481,0,0,0,21,1,0,0,4,T00,陥没（剣状突起部）,かんぼつ（けんじょうとっきぶ）,陥没,剣状突起部,,,,31004481R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,陥没（剣状突起部）,,R4003,,
0,31004482,0,0,0,21,1,0,0,3,T00,陥没（鎖骨中央部）,かんぼつ（さこつちゅうおうぶ）,陥没,鎖骨中央部,,,,31004482R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,陥没（鎖骨中央部）,,R4003,,
0,31004483,0,0,0,21,1,0,0,3,T00,陥没（鎖骨上部）,かんぼつ（さこつじょうぶ）,陥没,鎖骨上部,,,,31004483R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,陥没（鎖骨上部）,,R4003,,
0,31004484,0,0,0,21,0,0,2,2,T00,陥没（大泉門）,かんぼつ（だいせんもん）,陥没,大泉門,,,,31004484R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,陥没（大泉門）,,R4003,,
0,31004485,0,0,0,22,0,0,0,2,T00,眼脂,がんし,眼,,,,,31004485R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,眼脂,,R4003,,
0,31004486,0,0,0,23,0,0,0,2,T00,鼻漏,びろう,鼻漏,,,,,31004486R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,鼻漏,,R4003,,
0,31004487,0,0,0,23,0,0,0,2,T00,前鼻漏性状,ぜんびろうせいじょう,鼻漏,,,,,31004487R,列挙型,,透明,白色,黄色,緑黄色,淡血性,漿液性,膿性,,,,,,,,,,,,20151218,,前鼻漏性状,,R7045,,
0,31004488,0,0,0,23,0,0,0,2,T00,前鼻漏,ぜんびろう,鼻漏,,,,,31004488R,列挙型,,－,＋,,,,,,,,,,,,,,,,,20151218,,前鼻漏,,R4001,,
0,31004489,0,0,0,0,7,0,0,0,T00,髄液漏,ずいえきろう,鼻,,,,,31004489R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,髄液漏,,R4003,,
0,31004490,0,0,0,24,0,0,0,2,T00,耳漏,じろう,耳漏,,,,,31004490R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,耳漏,,R4003,,
0,31004491,0,0,0,28,0,0,0,10,T00,下垂足,かすいそく,下垂足,,,,,31004491R,列挙型,,－,＋,,,,,,,,,,,,,,,,,20151218,,下垂足,,R4001,,
0,31004492,0,0,0,28,0,0,0,10,T00,下垂足（左）,かすいそく（ひだり）,下垂足,,左,,,31004492R,列挙型,,－,＋,,,,,,,,,,,,,,,,,20151218,,下垂足（左）,,R4001,,
0,31004493,0,0,0,28,0,0,0,10,T00,下垂足（右）,かすいそく（みぎ）,下垂足,,右,,,31004493R,列挙型,,－,＋,,,,,,,,,,,,,,,,,20151218,,下垂足（右）,,R4001,,
0,31004494,3,0,0,0,0,0,0,0,T00,体位,たいい,体位,,,,,31004494R,列挙型,,立位,片脚立位,つま先立ち,端座位,長座位,胡坐,正座,起座位,仰臥位,側臥位,左側臥位,右側臥位,腹臥位（顔下向き）,腹臥位（顔左向き）,腹臥位（顔右向き）,左半腹臥位（シムス位）,右半腹臥位（シムス位）,骨盤高位（トレンデレンブルグ体位）,20151218,,体位,,R7073,,
0,31004495,3,0,0,0,0,0,1,0,T00,分娩体位,ぶんべんたいい,体位,,,分娩,,31004495R,列挙型,,砕石位,側臥位,膝位,四つん這い位,座位,蹲踞位（スクワット）,立位,,,,,,,,,,,,20151218,,分娩体位,,R7074,,
0,31004496,3,0,0,0,0,0,0,0,T00,体位保持,たいいほじ,姿勢保持,,,体位保持,,31004496R,列挙型,,可能（自立）,可能（補助具あり）,不可能,,,,,,,,,,,,,,,,20151218,,体位保持,,R7022,,
0,31004497,3,0,0,3,6,0,0,0,T00,座位保持,ざいほじ,姿勢保持,,,座位保持,,31004497R,列挙型,,可能（自立）,可能（補助具あり）,不可能,,,,,,,,,,,,,,,,20151218,,座位保持,,R7022,,
0,31004498,3,0,0,3,6,0,0,0,T00,端座位保持（車椅子）,たんざいほじ（くるまいす）,姿勢保持,,,端座位保持,,31004498R,列挙型,,可能（自立）,可能（補助具あり）,不可能,,,,,,,,,,,,,,,,20151218,,端座位保持（車椅子）,,R7022,,
0,31004499,3,0,0,3,6,0,0,0,T00,臥位保持,がいほじ,姿勢保持,,,臥位保持,,31004499R,列挙型,,可能（自立）,可能（補助具あり）,不可能,,,,,,,,,,,,,,,,20151218,,臥位保持,,R7022,,
0,31004500,3,0,0,3,6,0,0,0,T00,片脚立位保持,かたあしりついほじ,姿勢保持,,,片脚立位保持,,31004500R,列挙型,,可能（自立）,可能（補助具あり）,不可能,,,,,,,,,,,,,,,,20151218,,片脚立位保持,,R7022,,
0,31004501,3,0,0,3,6,0,0,0,T00,つま先立ち保持,つまさきだちほじ,姿勢保持,,,つま先立ち保持,,31004501R,列挙型,,可能（自立）,可能（補助具あり）,不可能,,,,,,,,,,,,,,,,20151218,,つま先立ち保持,,R7022,,
0,31004502,3,0,0,3,6,0,0,0,T00,胡坐保持,こざほじ,姿勢保持,,,胡坐保持,,31004502R,列挙型,,可能（自立）,可能（補助具あり）,不可能,,,,,,,,,,,,,,,,20151218,,胡坐保持,,R7022,,
0,31004503,3,0,0,3,6,0,0,0,T00,正座保持,せいざほじ,姿勢保持,,,正座保持,,31004503R,列挙型,,可能（自立）,可能（補助具あり）,不可能,,,,,,,,,,,,,,,,20151218,,正座保持,,R7022,,
0,31004504,3,0,0,3,6,0,0,0,T00,起座位保持,きざいほじ,姿勢保持,,,起座位保持,,31004504R,列挙型,,可能（自立）,可能（補助具あり）,不可能,,,,,,,,,,,,,,,,20151218,,起座位保持,,R7022,,
0,31004505,3,0,0,3,6,0,0,0,T00,仰臥位保持,ぎょうがいほじ,姿勢保持,,,仰臥位保持,,31004505R,列挙型,,可能（自立）,可能（補助具あり）,不可能,,,,,,,,,,,,,,,,20151218,,仰臥位保持,,R7022,,
0,31004506,3,0,0,3,6,0,0,0,T00,側臥位保持,そくがいほじ,姿勢保持,,,側臥位保持,,31004506R,列挙型,,可能（自立）,可能（補助具あり）,不可能,,,,,,,,,,,,,,,,20151218,,側臥位保持,,R7022,,
0,31004507,3,0,0,3,6,0,0,0,T00,左側臥位保持,ひだりそくがいほじ,姿勢保持,,左,側臥位保持,,31004507R,列挙型,,可能（自立）,可能（補助具あり）,不可能,,,,,,,,,,,,,,,,20151218,,左側臥位保持,,R7022,,
0,31004508,3,0,0,3,6,0,0,0,T00,右側臥位保持,みぎそくがいほじ,姿勢保持,,右,側臥位保持,,31004508R,列挙型,,可能（自立）,可能（補助具あり）,不可能,,,,,,,,,,,,,,,,20151218,,右側臥位保持,,R7022,,
0,31004509,3,0,0,3,6,0,0,0,T00,腹臥位保持,ふくがいほじ,姿勢保持,,,腹臥位保持,,31004509R,列挙型,,可能（自立）,可能（補助具あり）,不可能,,,,,,,,,,,,,,,,20151218,,腹臥位保持,,R7022,,
0,31004510,3,0,0,3,6,0,0,0,T00,腹臥位保持（顔下向き）,ふくがいほじ（かおしたむき）,姿勢保持,,,腹臥位保持,,31004510R,列挙型,,可能（自立）,可能（補助具あり）,不可能,,,,,,,,,,,,,,,,20151218,,腹臥位保持（顔下向き）,,R7022,,
0,31004511,3,0,0,3,6,0,0,0,T00,腹臥位保持（顔左向き）,ふくがいほじ（かおひだりむき）,姿勢保持,,,腹臥位保持,,31004511R,列挙型,,可能（自立）,可能（補助具あり）,不可能,,,,,,,,,,,,,,,,20151218,,腹臥位保持（顔左向き）,,R7022,,
0,31004512,3,0,0,3,6,0,0,0,T00,腹臥位保持（顔右向き）,ふくがいほじ（かおみぎむき）,姿勢保持,,,腹臥位保持,,31004512R,列挙型,,可能（自立）,可能（補助具あり）,不可能,,,,,,,,,,,,,,,,20151218,,腹臥位保持（顔右向き）,,R7022,,
0,31004513,3,0,0,3,6,0,0,0,T00,左半腹臥位保持（シムス位）,ひだりはんふくがいほじ（しむすい）,姿勢保持,,,半腹臥位保持,,31004513R,列挙型,,可能（自立）,可能（補助具あり）,不可能,,,,,,,,,,,,,,,,20151218,,左半腹臥位保持（シムス位）,,R7022,,
